Crop,Crop_matched,Target_mode,Soil_N_ppm,Soil_P_ppm,Soil_K_ppm,Target_N,Target_P,Target_K,Required_N,Required_P,Required_K,Complete_kg_ha,Urea_kg_ha,Compost_kg_ha,N_from_Complete,P_from_Complete,K_from_Complete,N_from_Urea,Total_N_supplied,Total_P_supplied,Total_K_supplied
Patola,Patola,H,27.1,23.37,28.78,29.2,20.2,31.3,2.1,8.84,2.5,17.9,2.73,1.55,2.51,2.51,2.51,4.0,2.51,2.51,2.51
Chayote,Chayote,H,37.4,17.78,33.36,38.4,19.5,28.6,8.0,1.7,4.02,12.1,4.8,8.0,1.69,1.69,1.69,1.0,1.72,1.7,1.7
Okra,Okra,L,78.74,22.07,25.56,94.4,77.7,88.3,15.7,55.6,62.7,447.9,2.85,4.47,62.71,62.71,62.71,3.0,62.71,62.71,62.71
String Bean,String Bean,L,41.82,20.08,25.5,51.0,92.0,49.6,9.2,71.9,24.1,513.6,5.68,3.56,71.9,71.9,71.9,6.0,71.9,71.9,71.9
Chili Pepper,Chili Pepper,M,31.49,31.53,57.79,62.1,51.9,114.9,30.6,20.4,57.1,407.9,6.13,5.15,57.11,57.11,57.11,5.0,57.11,57.11,57.11
Tomato,Tomato,L,65.36,30.54,28.32,88.1,121.9,85.7,22.7,91.4,57.4,652.9,9.75,1.25,91.41,91.41,91.41,4.0,91.41,91.41,91.41
Okra,Okra,L,85.03,21.22,26.99,90.8,82.7,85.8,5.8,61.5,58.8,439.3,9.62,2.27,61.5,61.5,61.5,2.0,61.5,61.5,61.5
Tomato,Tomato,L,72.76,29.84,27.58,91.1,115.5,88.1,18.3,85.7,60.5,612.1,1.4,6.0,85.69,85.69,85.69,7.0,85.72,85.7,85.7
Chili Pepper,Chili Pepper,H,27.96,28.54,53.17,30.7,30.8,62.4,2.7,2.3,9.2,65.7,3.93,2.42,9.2,9.2,9.2,4.0,9.2,9.2,9.2
Chili Pepper,Chili Pepper,L,32.74,26.23,74.31,93.2,78.7,153.2,60.5,52.5,78.9,563.6,9.68,1.65,78.9,78.9,78.9,4.0,78.9,78.9,78.9
Carrot,Carrot,L,72.69,27.31,27.07,88.7,90.3,121.4,16.0,63.0,94.3,673.6,7.22,9.5,94.3,94.3,94.3,10.0,94.3,94.3,94.3
Chili Pepper,Chili Pepper,M,30.62,34.31,62.0,58.1,52.1,118.4,27.5,17.8,56.4,402.9,7.83,2.91,56.41,56.41,56.41,4.0,56.41,56.41,56.41
Patola,Patola,L,29.86,16.06,31.7,89.1,78.2,61.6,59.2,62.1,29.9,443.6,1.89,3.67,62.1,62.1,62.1,5.0,62.1,62.1,62.1
Cabbage,Cabbage,M,111.48,27.28,20.01,135.7,35.8,45.6,24.2,8.5,25.6,182.9,3.16,7.16,25.61,25.61,25.61,10.0,25.61,25.61,25.61
Chili Pepper,Chili Pepper,M,29.61,30.4,58.86,61.9,49.2,121.1,32.3,18.8,62.2,444.3,7.7,1.62,62.2,62.2,62.2,1.0,62.2,62.2,62.2
Carrot,Carrot,L,72.26,30.1,30.28,92.6,93.1,114.8,20.3,63.0,84.5,603.6,7.45,4.26,84.5,84.5,84.5,4.0,84.5,84.5,84.5
Chayote,Chayote,M,36.05,18.03,29.48,48.3,47.8,42.8,12.2,29.8,13.3,212.9,3.82,8.01,29.81,29.81,29.81,4.0,29.81,29.81,29.81
Patola,Patola,H,28.65,25.62,30.81,28.8,20.3,30.2,0.2,3.01,8.27,4.3,0.4,0.7,3.0,4.0,2.0,0.18,0.2,0.01,0.01
Chili Pepper,Chili Pepper,H,36.36,29.24,50.79,29.1,30.7,61.7,5.03,1.5,10.9,77.9,7.49,1.99,10.91,10.91,10.91,5.0,10.91,10.91,10.91
Tomato,Tomato,H,60.57,26.55,31.8,68.5,29.1,31.1,7.9,2.6,9.34,18.6,11.5,0.3,2.6,2.6,2.6,5.29,7.9,2.6,2.6
Carrot,Carrot,M,68.94,34.76,33.03,76.7,60.0,77.6,7.8,25.2,44.6,318.6,3.71,4.63,44.6,44.6,44.6,6.0,44.6,44.6,44.6
Carrot,Carrot,L,73.52,31.73,22.83,89.1,88.3,119.2,15.6,56.6,96.4,688.6,5.97,4.73,96.4,96.4,96.4,1.0,96.4,96.4,96.4
Tomato,Tomato,L,74.95,28.06,30.86,92.6,116.4,93.5,17.6,88.3,62.6,630.7,1.46,7.13,88.3,88.3,88.3,1.0,88.3,88.3,88.3
Patola,Patola,L,29.68,23.71,28.04,92.2,83.0,60.9,62.5,59.3,32.9,423.6,7.0,3.16,59.3,59.3,59.3,3.22,62.52,59.3,59.3
Ampalaya,Ampalaya,L,40.97,20.97,37.94,93.0,80.4,61.5,52.0,59.4,23.6,424.3,2.18,1.92,59.4,59.4,59.4,6.0,59.4,59.4,59.4
Ampalaya,Ampalaya,L,39.56,23.04,23.55,91.1,76.3,59.0,51.5,53.3,35.4,380.7,7.25,1.38,53.3,53.3,53.3,1.0,53.3,53.3,53.3
Patola,Patola,M,35.12,20.44,34.61,62.8,49.1,45.8,27.7,28.7,11.2,205.0,5.18,7.03,28.7,28.7,28.7,4.0,28.7,28.7,28.7
Tomato,Tomato,M,68.97,27.07,26.28,81.2,76.0,62.7,12.2,48.9,36.4,349.3,3.27,8.34,48.9,48.9,48.9,5.0,48.9,48.9,48.9
Chili Pepper,Chili Pepper,L,33.37,20.16,58.55,87.2,83.2,146.3,53.8,63.0,87.8,627.1,5.8,10.0,87.79,87.79,87.79,3.0,87.82,87.8,87.8
Eggplant,Eggplant,M,71.24,21.27,32.03,83.5,52.4,59.4,12.3,31.1,27.4,222.1,7.03,8.0,31.09,31.09,31.09,7.0,31.12,31.1,31.1
Ampalaya,Ampalaya,L,39.35,22.68,27.7,86.3,76.5,60.5,46.9,53.8,32.8,384.3,6.27,5.53,53.8,53.8,53.8,3.0,53.8,53.8,53.8
String Bean,String Bean,L,40.39,22.77,29.65,48.1,85.8,50.9,7.7,63.0,21.2,450.0,1.32,6.46,63.0,63.0,63.0,9.0,63.0,63.0,63.0
Patola,Patola,L,37.24,23.55,28.94,91.4,78.3,59.6,54.2,54.8,30.7,391.4,2.24,1.36,54.8,54.8,54.8,4.0,54.8,54.8,54.8
Carrot,Carrot,H,84.14,29.63,28.99,72.1,29.5,29.8,3.78,1.8,0.8,5.7,8.42,3.72,0.8,0.8,0.8,10.0,0.8,0.8,0.8
Chili Pepper,Chili Pepper,M,33.14,31.83,44.87,58.2,52.3,120.4,25.1,20.5,75.5,539.3,5.24,1.98,75.5,75.5,75.5,7.0,75.5,75.5,75.5
Chayote,Chayote,L,49.73,23.1,31.65,62.4,77.9,60.1,12.7,54.8,28.4,391.4,2.07,1.81,54.8,54.8,54.8,6.0,54.8,54.8,54.8
Carrot,Carrot,L,67.46,27.33,23.22,85.6,86.5,125.8,18.1,59.2,102.6,732.9,4.26,6.95,102.61,102.61,102.61,5.0,102.61,102.61,102.61
Chayote,Chayote,M,43.57,19.93,27.13,48.3,50.0,46.8,4.7,30.1,19.7,215.0,2.99,7.36,30.1,30.1,30.1,6.0,30.1,30.1,30.1
Chayote,Chayote,M,32.69,19.74,28.48,50.0,49.0,43.1,17.3,29.3,14.6,209.3,3.61,4.52,29.3,29.3,29.3,4.0,29.3,29.3,29.3
String Bean,String Bean,L,38.25,23.0,27.57,52.5,92.9,51.3,14.2,69.9,23.7,499.3,2.47,9.08,69.9,69.9,69.9,1.0,69.9,69.9,69.9
Chayote,Chayote,M,47.3,24.16,27.34,52.2,49.8,44.0,4.9,25.6,16.7,182.9,3.28,7.2,25.61,25.61,25.61,1.0,25.61,25.61,25.61
Carrot,Carrot,L,68.59,29.15,32.16,85.8,85.7,114.3,17.2,56.6,82.1,586.4,3.53,3.27,82.1,82.1,82.1,7.0,82.1,82.1,82.1
Tomato,Tomato,M,80.5,28.63,25.78,79.6,74.4,59.8,2.83,45.8,34.0,327.1,7.84,4.0,45.79,45.79,45.79,8.0,45.82,45.8,45.8
Ampalaya,Ampalaya,M,43.01,22.02,28.87,48.5,49.9,46.4,5.5,27.9,17.5,199.3,7.91,8.44,27.9,27.9,27.9,6.0,27.9,27.9,27.9
Okra,Okra,M,83.74,15.49,26.63,77.3,49.2,59.7,9.26,33.7,33.1,240.7,4.22,7.74,33.7,33.7,33.7,8.0,33.7,33.7,33.7
Cabbage,Cabbage,L,112.3,32.78,21.84,146.7,62.1,59.0,34.4,29.3,37.2,265.7,6.22,8.2,37.2,37.2,37.2,8.0,37.2,37.2,37.2
Carrot,Carrot,L,70.52,27.67,30.03,92.2,90.9,122.3,21.7,63.2,92.3,659.3,9.57,2.72,92.3,92.3,92.3,10.0,92.3,92.3,92.3
Cabbage,Cabbage,M,129.9,35.14,18.61,143.4,36.4,45.8,13.5,1.3,27.2,194.3,1.14,4.09,27.2,27.2,27.2,8.0,27.2,27.2,27.2
Chili Pepper,Chili Pepper,L,31.74,28.9,61.78,87.3,76.2,153.3,55.6,47.3,91.5,653.6,2.3,6.15,91.5,91.5,91.5,1.0,91.5,91.5,91.5
Patola,Patola,M,27.31,20.9,28.1,59.1,50.5,43.5,31.8,29.6,15.4,211.4,4.8,5.9,29.6,29.6,29.6,2.21,31.81,29.6,29.6
Patola,Patola,L,36.42,19.22,24.11,94.4,82.3,61.9,58.0,63.1,37.8,450.7,1.18,3.79,63.1,63.1,63.1,3.0,63.1,63.1,63.1
Chayote,Chayote,H,43.36,19.28,25.93,41.9,20.0,30.3,7.77,0.7,4.4,31.4,1.27,4.68,4.4,4.4,4.4,4.0,4.4,4.4,4.4
Eggplant,Eggplant,H,72.99,17.88,29.86,68.4,20.2,30.1,8.82,2.3,0.2,16.4,2.38,1.34,2.3,2.3,2.3,9.0,2.3,2.3,2.3
Tomato,Tomato,L,70.46,29.15,26.84,93.8,119.2,90.7,23.3,90.1,63.9,643.6,7.96,3.66,90.1,90.1,90.1,4.0,90.1,90.1,90.1
Okra,Okra,H,80.59,22.93,28.59,79.8,19.9,31.0,1.2,8.14,2.4,17.1,7.66,2.0,2.39,2.39,2.39,6.0,2.42,2.4,2.4
Chili Pepper,Chili Pepper,L,25.23,26.65,56.09,92.3,83.8,150.8,67.1,57.2,94.7,676.4,6.03,8.84,94.7,94.7,94.7,7.0,94.7,94.7,94.7
Chayote,Chayote,H,32.48,21.44,29.29,41.5,20.0,29.6,9.0,1.03,0.3,2.1,18.9,1.0,0.29,0.29,0.29,8.69,9.01,0.3,0.3
Chili Pepper,Chili Pepper,M,30.35,33.98,65.74,57.3,51.5,122.5,26.9,17.5,56.8,405.7,8.12,9.64,56.8,56.8,56.8,10.0,56.8,56.8,56.8
Tomato,Tomato,H,71.49,24.04,31.34,68.3,30.3,29.2,3.61,6.3,5.14,45.0,3.49,4.9,6.3,6.3,6.3,6.0,6.3,6.3,6.3
Carrot,Carrot,L,59.8,38.54,32.43,86.4,86.0,122.0,26.6,47.5,89.6,640.0,9.49,9.55,89.6,89.6,89.6,2.0,89.6,89.6,89.6
Chayote,Chayote,L,48.07,19.46,32.02,57.7,80.7,60.8,9.6,61.2,28.8,437.1,1.88,5.0,61.19,61.19,61.19,7.0,61.22,61.2,61.2
Chili Pepper,Chili Pepper,L,29.65,25.47,59.0,86.1,82.0,151.6,56.4,56.5,92.6,661.4,9.21,2.45,92.6,92.6,92.6,4.0,92.6,92.6,92.6
Patola,Patola,M,32.83,21.49,34.37,60.6,48.4,45.1,27.8,26.9,10.7,192.1,2.0,10.0,26.89,26.89,26.89,0.92,27.84,26.9,26.9
Cabbage,Cabbage,M,144.35,29.04,17.54,142.1,36.3,45.8,6.54,7.3,28.3,202.1,6.15,5.0,28.29,28.29,28.29,5.0,28.32,28.3,28.3
Carrot,Carrot,H,62.95,32.76,27.82,69.2,28.8,31.3,6.2,2.04,3.5,25.0,5.9,4.79,3.5,3.5,3.5,2.71,6.21,3.5,3.5
Chili Pepper,Chili Pepper,L,30.97,29.02,70.52,92.3,80.9,146.9,61.3,51.9,76.4,545.7,8.86,6.36,76.4,76.4,76.4,9.0,76.4,76.4,76.4
Cabbage,Cabbage,M,121.22,27.49,16.21,135.4,35.8,44.9,14.2,8.3,28.7,205.0,6.99,7.5,28.7,28.7,28.7,10.0,28.7,28.7,28.7
Patola,Patola,M,29.22,17.5,36.71,59.5,48.8,47.1,30.3,31.3,10.4,223.6,8.04,5.73,31.3,31.3,31.3,5.0,31.3,31.3,31.3
Chayote,Chayote,H,42.45,21.08,29.27,39.6,20.7,29.3,8.77,7.56,6.16,2.84,8.81,1.07,1.0,6.0,2.0,6.0,7.0,4.0,9.0
Carrot,Carrot,L,74.31,21.86,29.61,86.2,86.7,119.6,11.9,64.8,90.0,642.9,3.88,2.34,90.01,90.01,90.01,4.0,90.01,90.01,90.01
Tomato,Tomato,H,63.0,31.22,38.04,70.0,29.4,30.7,7.0,9.46,2.53,7.27,15.2,0.3,9.0,6.0,4.0,6.99,7.0,2.0,2.0
Carrot,Carrot,L,69.14,25.99,27.68,90.2,86.7,120.8,21.1,60.7,93.1,665.0,1.24,1.96,93.1,93.1,93.1,5.0,93.1,93.1,93.1
Okra,Okra,L,83.98,20.33,31.59,92.6,79.8,93.4,8.6,59.5,61.8,441.4,1.14,9.25,61.8,61.8,61.8,3.0,61.8,61.8,61.8
Okra,Okra,M,77.63,18.55,25.74,76.2,50.4,57.8,5.54,31.8,32.1,229.3,6.74,8.06,32.1,32.1,32.1,8.0,32.1,32.1,32.1
Chili Pepper,Chili Pepper,L,29.33,26.2,58.98,87.0,80.6,142.6,57.7,54.4,83.6,597.1,6.66,1.0,83.59,83.59,83.59,9.0,83.62,83.6,83.6
Eggplant,Eggplant,H,73.81,21.83,27.62,68.4,19.3,28.7,8.25,6.56,1.1,7.9,6.0,8.78,1.11,1.11,1.11,4.0,1.11,1.11,1.11
Chayote,Chayote,L,38.98,20.08,28.98,61.6,82.3,59.1,22.6,62.2,30.1,444.3,6.58,7.2,62.2,62.2,62.2,8.0,62.2,62.2,62.2
Eggplant,Eggplant,M,85.96,19.77,29.72,77.9,49.7,62.9,6.91,29.9,33.2,237.1,1.49,4.0,33.19,33.19,33.19,9.0,33.22,33.2,33.2
Tomato,Tomato,L,81.89,29.47,29.67,89.0,115.1,86.4,7.1,85.6,56.7,611.4,9.38,8.91,85.6,85.6,85.6,9.0,85.6,85.6,85.6
Patola,Patola,M,28.93,18.47,29.94,62.5,50.7,44.3,33.6,32.2,14.4,230.0,3.0,0.7,32.2,32.2,32.2,1.38,33.6,32.21,32.21
Chili Pepper,Chili Pepper,H,33.65,34.1,55.53,30.8,30.3,58.5,8.53,9.89,3.0,21.4,6.22,5.9,3.0,3.0,3.0,7.0,3.0,3.0,3.0
Carrot,Carrot,M,76.4,33.21,32.32,80.3,60.2,71.6,3.9,27.0,39.3,280.7,2.87,8.69,39.3,39.3,39.3,3.0,39.3,39.3,39.3
String Bean,String Bean,L,36.96,24.31,31.07,48.7,94.5,51.5,11.7,70.2,20.4,501.4,7.19,6.9,70.2,70.2,70.2,4.0,70.2,70.2,70.2
Eggplant,Eggplant,H,63.39,19.44,29.03,67.9,19.5,30.4,4.5,0.1,1.4,10.0,6.7,0.7,1.4,1.4,1.4,3.08,4.5,1.41,1.41
Eggplant,Eggplant,H,60.34,20.22,30.02,70.3,19.7,31.2,10.0,4.8,1.2,8.6,19.1,0.3,1.2,1.2,1.2,8.79,10.0,1.2,1.2
Ampalaya,Ampalaya,H,39.3,22.12,31.71,39.4,19.5,30.3,0.1,4.28,1.1,7.27,0.2,0.3,8.0,10.0,9.0,0.09,0.1,8.0,4.0
Patola,Patola,M,33.73,16.99,25.96,59.1,50.6,45.4,25.4,33.6,19.4,240.0,9.96,4.7,33.6,33.6,33.6,4.0,33.6,33.6,33.6
Eggplant,Eggplant,M,71.11,17.84,27.59,80.6,48.3,60.4,9.5,30.5,32.8,234.3,9.38,8.24,32.8,32.8,32.8,3.0,32.8,32.8,32.8
Chayote,Chayote,L,38.87,21.75,33.27,59.0,83.4,60.3,20.1,61.6,27.0,440.0,6.09,2.78,61.6,61.6,61.6,4.0,61.6,61.6,61.6
Okra,Okra,L,82.48,19.47,30.08,93.8,81.6,93.0,11.3,62.1,62.9,449.3,3.64,9.65,62.9,62.9,62.9,10.0,62.9,62.9,62.9
Cabbage,Cabbage,M,108.88,31.91,20.8,134.7,35.5,44.7,25.8,3.6,23.9,170.7,4.1,0.3,23.9,23.9,23.9,1.89,25.8,23.9,23.9
Cabbage,Cabbage,H,134.42,29.95,21.01,126.0,20.7,31.0,4.18,2.33,10.0,71.4,4.23,4.09,10.0,10.0,10.0,1.0,10.0,10.0,10.0
Tomato,Tomato,M,64.08,29.42,32.37,80.0,72.0,58.3,15.9,42.6,25.9,304.3,9.67,6.8,42.6,42.6,42.6,6.0,42.6,42.6,42.6
Patola,Patola,H,30.25,21.69,27.09,30.0,19.4,30.1,2.31,5.13,3.0,21.4,6.45,3.43,3.0,3.0,3.0,10.0,3.0,3.0,3.0
Ampalaya,Ampalaya,M,33.39,19.23,28.93,50.1,52.4,43.4,16.7,33.2,14.5,237.1,5.7,3.0,33.19,33.19,33.19,5.0,33.22,33.2,33.2
Okra,Okra,H,82.99,20.31,27.26,83.1,20.6,30.0,0.1,0.3,2.7,19.3,1.19,6.69,2.7,2.7,2.7,6.0,2.7,2.7,2.7
String Bean,String Bean,H,31.86,16.12,25.93,36.3,19.2,31.4,4.4,3.1,5.5,39.3,7.85,3.34,5.5,5.5,5.5,2.0,5.5,5.5,5.5
Eggplant,Eggplant,L,68.85,18.42,27.4,88.5,78.8,90.1,19.7,60.4,62.7,447.9,9.5,6.65,62.71,62.71,62.71,2.0,62.71,62.71,62.71
Eggplant,Eggplant,L,72.36,21.74,29.33,89.4,81.4,88.0,17.0,59.7,58.7,426.4,2.9,8.16,59.7,59.7,59.7,3.0,59.7,59.7,59.7
Carrot,Carrot,H,60.57,27.17,32.72,72.7,30.0,30.9,12.1,2.8,3.69,20.0,20.2,0.3,2.8,2.8,2.8,9.29,12.1,2.8,2.8
Cabbage,Cabbage,L,137.68,23.1,20.08,145.0,58.8,61.1,7.3,35.7,41.0,292.9,1.68,8.85,41.01,41.01,41.01,4.0,41.01,41.01,41.01
Patola,Patola,H,34.87,23.08,30.9,29.7,20.1,29.9,5.91,6.4,3.1,9.54,6.69,9.63,9.0,7.0,3.0,2.0,8.0,1.0,7.0
Chayote,Chayote,L,38.26,19.34,28.62,58.5,81.9,61.5,20.2,62.6,32.9,447.1,6.46,7.0,62.59,62.59,62.59,2.0,62.62,62.6,62.6
Eggplant,Eggplant,L,82.24,20.13,30.12,89.6,82.5,92.2,7.4,62.4,62.1,445.7,9.3,7.69,62.4,62.4,62.4,7.0,62.4,62.4,62.4
Okra,Okra,H,77.37,22.28,31.91,80.2,20.9,29.6,2.8,3.27,4.27,1.74,6.1,8.01,8.0,1.0,6.0,2.81,2.81,7.0,4.0
Patola,Patola,L,27.77,20.11,30.48,92.7,76.8,58.4,64.9,56.7,27.9,405.0,17.8,0.3,56.7,56.7,56.7,8.19,64.9,56.7,56.7
Chayote,Chayote,H,42.48,18.45,28.83,40.0,20.0,29.9,8.72,1.6,1.1,11.4,9.44,4.02,1.6,1.6,1.6,10.0,1.6,1.6,1.6
Ampalaya,Ampalaya,L,37.92,18.29,29.67,91.7,83.4,57.3,53.8,65.1,27.6,465.0,4.38,3.75,65.1,65.1,65.1,3.0,65.1,65.1,65.1
Eggplant,Eggplant,L,62.72,19.1,24.44,93.0,80.6,93.7,30.3,61.5,69.3,495.0,3.55,1.21,69.3,69.3,69.3,1.0,69.3,69.3,69.3
Eggplant,Eggplant,M,66.62,16.82,25.01,78.5,49.1,57.5,11.9,32.3,32.5,232.1,6.11,10.0,32.49,32.49,32.49,8.0,32.52,32.5,32.5
Eggplant,Eggplant,H,71.99,19.43,30.95,73.1,20.5,31.1,1.1,1.1,0.2,7.9,1.37,5.79,1.11,1.11,1.11,8.0,1.11,1.11,1.11
Tomato,Tomato,H,67.66,29.25,29.02,70.3,29.5,31.4,2.6,0.2,2.4,17.1,0.5,10.0,2.39,2.39,2.39,0.23,2.65,2.4,2.4
Okra,Okra,M,73.86,18.51,27.73,83.0,50.6,62.2,9.1,32.1,34.5,246.4,3.03,7.91,34.5,34.5,34.5,2.0,34.5,34.5,34.5
String Bean,String Bean,M,38.69,24.14,27.51,38.6,42.8,38.4,2.35,18.7,10.9,133.6,8.57,7.71,18.7,18.7,18.7,3.0,18.7,18.7,18.7
Chayote,Chayote,L,39.84,20.96,28.24,57.5,83.8,61.0,17.7,62.8,32.8,448.6,3.91,8.56,62.8,62.8,62.8,4.0,62.8,62.8,62.8
Tomato,Tomato,H,70.49,27.32,28.71,67.1,31.3,31.5,1.32,4.0,2.8,28.6,5.48,7.65,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Okra,Okra,H,95.75,22.68,28.55,82.5,19.6,30.2,6.94,1.07,1.6,11.4,3.54,8.05,1.6,1.6,1.6,3.0,1.6,1.6,1.6
Chayote,Chayote,M,38.9,17.41,25.9,52.1,48.8,47.2,13.2,31.4,21.3,224.3,5.94,9.96,31.4,31.4,31.4,10.0,31.4,31.4,31.4
String Bean,String Bean,H,30.68,18.96,32.33,35.9,20.9,29.2,5.2,1.9,9.36,13.6,7.2,8.5,1.9,1.9,1.9,3.31,5.21,1.9,1.9
Chili Pepper,Chili Pepper,L,25.22,28.55,63.6,94.4,81.5,157.1,69.2,53.0,93.5,667.9,3.96,3.28,93.51,93.51,93.51,9.0,93.51,93.51,93.51
Ampalaya,Ampalaya,H,46.91,21.33,27.34,39.1,21.0,31.4,3.37,9.28,4.1,29.3,9.51,3.1,4.1,4.1,4.1,4.0,4.1,4.1,4.1
Tomato,Tomato,H,88.28,31.1,30.74,71.5,30.4,30.8,9.78,9.61,0.1,0.7,1.74,6.8,0.1,0.1,0.1,6.0,0.1,0.1,0.1
Eggplant,Eggplant,M,58.76,16.24,30.42,83.5,48.4,61.0,24.7,32.2,30.6,230.0,5.86,1.11,32.2,32.2,32.2,4.0,32.2,32.2,32.2
Patola,Patola,L,31.65,20.63,30.81,87.7,83.0,60.5,56.0,62.4,29.7,445.7,2.52,5.99,62.4,62.4,62.4,10.0,62.4,62.4,62.4
Chayote,Chayote,H,37.16,19.94,27.74,38.4,19.7,29.4,1.2,3.46,1.7,12.1,3.71,8.0,1.69,1.69,1.69,10.0,1.72,1.7,1.7
Chayote,Chayote,M,48.29,20.95,29.24,49.7,49.3,44.2,1.4,28.4,15.0,202.9,3.97,4.37,28.41,28.41,28.41,2.0,28.41,28.41,28.41
Eggplant,Eggplant,H,69.0,22.97,27.22,70.9,19.2,28.8,1.9,2.7,1.6,11.4,0.7,4.96,1.6,1.6,1.6,0.32,1.92,1.6,1.6
Chili Pepper,Chili Pepper,M,26.92,27.33,61.04,57.3,51.6,120.6,30.4,24.3,59.6,425.7,3.18,7.69,59.6,59.6,59.6,1.0,59.6,59.6,59.6
Eggplant,Eggplant,M,67.96,20.71,31.74,79.6,52.4,62.0,11.6,31.7,30.3,226.4,3.78,6.47,31.7,31.7,31.7,2.0,31.7,31.7,31.7
Patola,Patola,H,28.47,18.69,34.21,28.7,20.5,31.2,0.2,1.8,4.2,12.9,1.26,9.79,1.81,1.81,1.81,4.0,1.81,1.81,1.81
Eggplant,Eggplant,H,76.54,23.56,28.53,67.8,20.1,31.1,6.79,3.87,2.6,18.6,7.91,3.15,2.6,2.6,2.6,10.0,2.6,2.6,2.6
Carrot,Carrot,L,58.43,32.71,30.17,91.4,93.5,125.6,33.0,60.8,95.4,681.4,1.8,4.47,95.4,95.4,95.4,6.0,95.4,95.4,95.4
Tomato,Tomato,H,65.13,35.91,27.35,72.5,28.6,29.7,7.4,7.67,2.3,16.4,11.1,9.27,2.3,2.3,2.3,5.11,7.41,2.3,2.3
Tomato,Tomato,M,70.22,28.69,23.33,78.0,75.0,58.7,7.8,46.3,35.4,330.7,6.17,9.83,46.3,46.3,46.3,8.0,46.3,46.3,46.3
Patola,Patola,M,33.1,23.48,32.87,60.6,49.8,47.2,27.5,26.3,14.3,187.9,2.6,4.58,26.31,26.31,26.31,1.2,27.51,26.31,26.31
Ampalaya,Ampalaya,M,38.35,18.45,26.43,48.2,52.4,47.1,9.9,34.0,20.7,242.9,2.35,3.54,34.01,34.01,34.01,9.0,34.01,34.01,34.01
Eggplant,Eggplant,H,90.13,20.31,31.96,66.7,20.6,29.6,6.08,0.3,3.87,2.1,8.16,3.0,0.29,0.29,0.29,8.0,0.32,0.3,0.3
Cabbage,Cabbage,L,113.39,36.06,17.43,145.5,57.3,62.7,32.1,21.2,45.3,323.6,8.65,1.07,45.3,45.3,45.3,10.0,45.3,45.3,45.3
Ampalaya,Ampalaya,L,46.68,17.97,31.33,87.0,76.3,57.8,40.3,58.3,26.5,416.4,2.39,7.67,58.3,58.3,58.3,7.0,58.3,58.3,58.3
Patola,Patola,M,37.23,17.95,31.87,61.0,52.0,44.3,23.8,34.0,12.4,242.9,2.87,4.1,34.01,34.01,34.01,5.0,34.01,34.01,34.01
Patola,Patola,L,27.04,22.96,27.0,89.4,82.4,61.0,62.4,59.4,34.0,424.3,6.5,0.3,59.4,59.4,59.4,2.99,62.4,59.4,59.4
Eggplant,Eggplant,L,63.77,19.05,35.34,89.4,76.9,88.3,25.6,57.9,53.0,413.6,9.61,2.67,57.9,57.9,57.9,2.0,57.9,57.9,57.9
Carrot,Carrot,H,70.98,27.77,29.9,71.8,31.5,29.2,0.8,3.7,6.31,26.4,3.72,9.88,3.7,3.7,3.7,10.0,3.7,3.7,3.7
Okra,Okra,M,83.79,20.07,34.57,83.0,52.2,62.1,8.56,32.1,27.5,229.3,4.35,3.1,32.1,32.1,32.1,5.0,32.1,32.1,32.1
Patola,Patola,L,33.9,22.49,32.18,88.9,82.7,60.5,55.0,60.2,28.3,430.0,6.67,8.41,60.2,60.2,60.2,3.0,60.2,60.2,60.2
Tomato,Tomato,H,81.59,28.81,31.51,70.6,29.8,28.8,2.04,1.0,9.96,7.1,7.31,5.0,0.99,0.99,0.99,7.0,1.02,5.0,5.0
String Bean,String Bean,M,30.14,16.92,33.28,41.0,46.8,39.5,10.9,29.9,6.2,213.6,4.95,5.8,29.9,29.9,29.9,4.0,29.9,29.9,29.9
Tomato,Tomato,H,71.91,30.29,31.47,72.6,30.2,28.6,0.7,9.54,6.86,8.64,1.5,0.3,10.0,10.0,4.0,0.69,0.7,9.0,7.0
String Bean,String Bean,H,40.12,17.32,26.05,36.5,19.3,29.4,3.5,2.0,3.3,23.6,2.64,5.29,3.3,3.3,3.3,2.0,3.3,3.3,3.3
Tomato,Tomato,L,63.37,33.95,27.03,92.8,122.8,88.7,29.4,88.8,61.7,634.3,7.18,5.58,88.8,88.8,88.8,7.0,88.8,88.8,88.8
Eggplant,Eggplant,M,84.38,19.32,28.26,76.1,52.4,57.6,2.12,33.1,29.3,236.4,2.34,6.75,33.1,33.1,33.1,4.0,33.1,33.1,33.1
Chayote,Chayote,L,38.76,18.07,35.37,62.5,82.4,57.9,23.7,64.3,22.5,459.3,5.92,2.58,64.3,64.3,64.3,10.0,64.3,64.3,64.3
Ampalaya,Ampalaya,M,36.68,23.2,31.65,51.1,48.4,47.2,14.4,25.2,15.6,180.0,7.02,8.95,25.2,25.2,25.2,6.0,25.2,25.2,25.2
String Bean,String Bean,H,33.4,20.33,25.21,34.5,20.1,30.0,1.1,8.25,4.8,34.3,3.43,8.02,4.8,4.8,4.8,3.0,4.8,4.8,4.8
Chili Pepper,Chili Pepper,L,36.41,29.52,62.94,90.1,77.8,151.7,53.7,48.3,88.8,634.3,8.18,7.82,88.8,88.8,88.8,1.0,88.8,88.8,88.8
